_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,ICD10Codes,DischargesCount,DischargesCountQF,DischargesRates,DischargesRatesQF,PatientsCount,PatientsCountQF,PatientsRates,PatientsRatesQF,HospitalResidentsCount,HospitalResidentsCountQF,HospitalResidentsRates,HospitalResidentsRatesQF
2435,2002/03,SB0802, ,SMR01, ,F20 - F29,,:,,:,,:,,:,,:,,:
2436,2002/03,SB0802, ,SMR04, ,F20 - F29,210, ,,:,135, ,,:,170, ,,:
2437,2003/04,S08000015, ,Total,d,F60 - F69,100, ,27.2, ,70, ,19.04, ,10, ,2.72, 
2438,2003/04,S08000015, ,SMR01, ,F60 - F69,5, ,1.36, ,5, ,1.36, ,,:,,:
2439,2003/04,S08000015, ,SMR04, ,F60 - F69,100, ,27.2, ,70, ,19.04, ,10, ,2.72, 
2440,2003/04,S08000015, ,Total,d,F10 - F19,1110, ,301.87, ,820, ,223, ,30, ,8.16, 
2441,2003/04,S08000015, ,SMR01, ,F10 - F19,615, ,167.25, ,485, ,131.9, ,,:,,:
2442,2003/04,S08000015, ,SMR04, ,F10 - F19,495, ,134.62, ,375, ,101.98, ,30, ,8.16, 
2443,2003/04,S08000015, ,Total,d,F30 - F39,570, ,155.01, ,445, ,121.02, ,50, ,13.6, 
2444,2003/04,S08000015, ,SMR01, ,F30 - F39,35, ,9.52, ,35, ,9.52, ,,:,,:
2445,2003/04,S08000015, ,SMR04, ,F30 - F39,535, ,145.5, ,420, ,114.22, ,50, ,13.6, 
2446,2003/04,S08000015, ,Total,d,F40 - F49,250, ,67.99, ,225, ,61.19, ,15, ,4.08, 
2447,2003/04,S08000015, ,SMR01, ,F40 - F49,65, ,17.68, ,60, ,16.32, ,,:,,:
2448,2003/04,S08000015, ,SMR04, ,F40 - F49,190, ,51.67, ,170, ,46.23, ,15, ,4.08, 
2449,2003/04,S08000015, ,Total,d,F00 - F09 or Chapter G and second position F00,365, ,99.26, ,280, ,76.15, ,130, ,35.35, 
2450,2003/04,S08000015, ,SMR01, ,F00 - F09 or Chapter G and second position F00,85, ,23.12, ,70, ,19.04, ,,:,,:
2451,2003/04,S08000015, ,SMR04, ,F00 - F09 or Chapter G and second position F00,280, ,76.15, ,220, ,59.83, ,130, ,35.35, 
2452,2003/04,S08000015, ,Total,d,"F50 - F59, F70 - F99",45, ,12.24, ,35, ,9.52, ,20, ,5.44, 
2453,2003/04,S08000015, ,SMR01, ,"F50 - F59, F70 - F99",20, ,5.44, ,15, ,4.08, ,,:,,:
2454,2003/04,S08000015, ,SMR04, ,"F50 - F59, F70 - F99",25, ,6.8, ,20, ,5.44, ,20, ,5.44, 
2455,2003/04,S08000015, ,Total,d,F20 - F29,405, ,110.14, ,285, ,77.51, ,105, ,28.56, 
2456,2003/04,S08000015, ,SMR01, ,F20 - F29,10, ,2.72, ,10, ,2.72, ,,:,,:
2457,2003/04,S08000015, ,SMR04, ,F20 - F29,395, ,107.42, ,275, ,74.79, ,105, ,28.56, 
2458,2003/04,S08000016, ,Total,d,F60 - F69,45, ,41.52, ,30, ,27.68, ,5, ,4.61, 
2459,2003/04,S08000016, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
2460,2003/04,S08000016, ,SMR04, ,F60 - F69,45, ,41.52, ,30, ,27.68, ,5, ,4.61, 
2461,2003/04,S08000016, ,Total,d,F10 - F19,220, ,202.97, ,185, ,170.68, ,5, ,4.61, 
2462,2003/04,S08000016, ,SMR01, ,F10 - F19,140, ,129.16, ,120, ,110.71, ,,:,,:
2463,2003/04,S08000016, ,SMR04, ,F10 - F19,85, ,78.42, ,70, ,64.58, ,5, ,4.61, 
2464,2003/04,S08000016, ,Total,d,F30 - F39,220, ,202.97, ,160, ,147.62, ,15, ,13.84, 
2465,2003/04,S08000016, ,SMR01, ,F30 - F39,20, ,18.45, ,15, ,13.84, ,,:,,:
2466,2003/04,S08000016, ,SMR04, ,F30 - F39,200, ,184.52, ,150, ,138.39, ,15, ,13.84, 
2467,2003/04,S08000016, ,Total,d,F40 - F49,60, ,55.36, ,55, ,50.74, ,0, ,0, 
2468,2003/04,S08000016, ,SMR01, ,F40 - F49,20, ,18.45, ,20, ,18.45, ,,:,,:
2469,2003/04,S08000016, ,SMR04, ,F40 - F49,40, ,36.9, ,35, ,32.29, ,0, ,0, 
2470,2003/04,S08000016, ,Total,d,F00 - F09 or Chapter G and second position F00,280, ,258.33, ,195, ,179.91, ,65, ,59.97, 
2471,2003/04,S08000016, ,SMR01, ,F00 - F09 or Chapter G and second position F00,95, ,87.65, ,75, ,69.19, ,,:,,:
2472,2003/04,S08000016, ,SMR04, ,F00 - F09 or Chapter G and second position F00,185, ,170.68, ,135, ,124.55, ,65, ,59.97, 
2473,2003/04,S08000016, ,Total,d,"F50 - F59, F70 - F99",5, ,4.61, ,5, ,4.61, ,0, ,0, 
2474,2003/04,S08000016, ,SMR01, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,,:,,:
2475,2003/04,S08000016, ,SMR04, ,"F50 - F59, F70 - F99",5, ,4.61, ,0, ,0, ,0, ,0, 
2476,2003/04,S08000016, ,Total,d,F20 - F29,190, ,175.29, ,85, ,78.42, ,20, ,18.45, 
2477,2003/04,S08000016, ,SMR01, ,F20 - F29,5, ,4.61, ,5, ,4.61, ,,:,,:
2478,2003/04,S08000016, ,SMR04, ,F20 - F29,185, ,170.68, ,80, ,73.81, ,20, ,18.45, 
2479,2003/04,S08000017, ,Total,d,F60 - F69,95, ,64.25, ,60, ,40.58, ,0, ,0, 
2480,2003/04,S08000017, ,SMR01, ,F60 - F69,5, ,3.38, ,5, ,3.38, ,,:,,:
2481,2003/04,S08000017, ,SMR04, ,F60 - F69,90, ,60.87, ,50, ,33.82, ,0, ,0, 
2482,2003/04,S08000017, ,Total,d,F10 - F19,225, ,152.17, ,175, ,118.36, ,5, ,3.38, 
2483,2003/04,S08000017, ,SMR01, ,F10 - F19,100, ,67.63, ,85, ,57.49, ,,:,,:
2484,2003/04,S08000017, ,SMR04, ,F10 - F19,120, ,81.16, ,100, ,67.63, ,5, ,3.38, 
2485,2003/04,S08000017, ,Total,d,F30 - F39,220, ,148.79, ,170, ,114.97, ,20, ,13.53, 
2486,2003/04,S08000017, ,SMR01, ,F30 - F39,10, ,6.76, ,10, ,6.76, ,,:,,:
2487,2003/04,S08000017, ,SMR04, ,F30 - F39,210, ,142.03, ,160, ,108.21, ,20, ,13.53, 
2488,2003/04,S08000017, ,Total,d,F40 - F49,90, ,60.87, ,75, ,50.72, ,0, ,0, 
2489,2003/04,S08000017, ,SMR01, ,F40 - F49,25, ,16.91, ,25, ,16.91, ,,:,,:
2490,2003/04,S08000017, ,SMR04, ,F40 - F49,65, ,43.96, ,55, ,37.2, ,0, ,0, 
2491,2003/04,S08000017, ,Total,d,F00 - F09 or Chapter G and second position F00,200, ,135.26, ,155, ,104.83, ,45, ,30.43, 
2492,2003/04,S08000017, ,SMR01, ,F00 - F09 or Chapter G and second position F00,55, ,37.2, ,40, ,27.05, ,,:,,:
2493,2003/04,S08000017, ,SMR04, ,F00 - F09 or Chapter G and second position F00,145, ,98.07, ,120, ,81.16, ,45, ,30.43, 
2494,2003/04,S08000017, ,Total,d,"F50 - F59, F70 - F99",20, ,13.53, ,15, ,10.14, ,5, ,3.38, 
2495,2003/04,S08000017, ,SMR01, ,"F50 - F59, F70 - F99",10, ,6.76, ,10, ,6.76, ,,:,,:
2496,2003/04,S08000017, ,SMR04, ,"F50 - F59, F70 - F99",10, ,6.76, ,10, ,6.76, ,5, ,3.38, 
2497,2003/04,S08000017, ,Total,d,F20 - F29,135, ,91.3, ,90, ,60.87, ,40, ,27.05, 
2498,2003/04,S08000017, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, ,,:,,:
2499,2003/04,S08000017, ,SMR04, ,F20 - F29,135, ,91.3, ,90, ,60.87, ,40, ,27.05, 
2500,2003/04,S08000029, ,Total,d,F60 - F69,150, ,42.69, ,95, ,27.04, ,10, ,2.85, 
2501,2003/04,S08000029, ,SMR01, ,F60 - F69,5, ,1.42, ,0, ,0, ,,:,,:
2502,2003/04,S08000029, ,SMR04, ,F60 - F69,150, ,42.69, ,95, ,27.04, ,10, ,2.85, 
2503,2003/04,S08000029, ,Total,d,F10 - F19,420, ,119.54, ,315, ,89.65, ,10, ,2.85, 
2504,2003/04,S08000029, ,SMR01, ,F10 - F19,150, ,42.69, ,115, ,32.73, ,,:,,:
2505,2003/04,S08000029, ,SMR04, ,F10 - F19,270, ,76.84, ,215, ,61.19, ,10, ,2.85, 
2506,2003/04,S08000029, ,Total,d,F30 - F39,520, ,148, ,375, ,106.73, ,70, ,19.92, 
2507,2003/04,S08000029, ,SMR01, ,F30 - F39,20, ,5.69, ,15, ,4.27, ,,:,,:
2508,2003/04,S08000029, ,SMR04, ,F30 - F39,500, ,142.3, ,365, ,103.88, ,70, ,19.92, 
2509,2003/04,S08000029, ,Total,d,F40 - F49,170, ,48.38, ,150, ,42.69, ,10, ,2.85, 
2510,2003/04,S08000029, ,SMR01, ,F40 - F49,25, ,7.12, ,20, ,5.69, ,,:,,:
2511,2003/04,S08000029, ,SMR04, ,F40 - F49,145, ,41.27, ,130, ,37, ,10, ,2.85, 
2512,2003/04,S08000029, ,Total,d,F00 - F09 or Chapter G and second position F00,280, ,79.69, ,220, ,62.61, ,150, ,42.69, 
2513,2003/04,S08000029, ,SMR01, ,F00 - F09 or Chapter G and second position F00,90, ,25.61, ,65, ,18.5, ,,:,,:
2514,2003/04,S08000029, ,SMR04, ,F00 - F09 or Chapter G and second position F00,190, ,54.08, ,160, ,45.54, ,150, ,42.69, 
2515,2003/04,S08000029, ,Total,d,"F50 - F59, F70 - F99",45, ,12.81, ,30, ,8.54, ,5, ,1.42, 
2516,2003/04,S08000029, ,SMR01, ,"F50 - F59, F70 - F99",20, ,5.69, ,15, ,4.27, ,,:,,:
2517,2003/04,S08000029, ,SMR04, ,"F50 - F59, F70 - F99",25, ,7.12, ,20, ,5.69, ,5, ,1.42, 
2518,2003/04,S08000029, ,Total,d,F20 - F29,410, ,116.69, ,275, ,78.27, ,105, ,29.88, 
2519,2003/04,S08000029, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, ,,:,,:
2520,2003/04,S08000029, ,SMR04, ,F20 - F29,410, ,116.69, ,275, ,78.27, ,105, ,29.88, 
2521,2003/04,S08000019, ,Total,d,F60 - F69,70, ,24.82, ,45, ,15.96, ,10, ,3.55, 
2522,2003/04,S08000019, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
2523,2003/04,S08000019, ,SMR04, ,F60 - F69,70, ,24.82, ,45, ,15.96, ,10, ,3.55, 
2524,2003/04,S08000019, ,Total,d,F10 - F19,370, ,131.19, ,290, ,102.83, ,10, ,3.55, 
2525,2003/04,S08000019, ,SMR01, ,F10 - F19,185, ,65.6, ,155, ,54.96, ,,:,,:
2526,2003/04,S08000019, ,SMR04, ,F10 - F19,185, ,65.6, ,140, ,49.64, ,10, ,3.55, 
2527,2003/04,S08000019, ,Total,d,F30 - F39,400, ,141.83, ,305, ,108.14, ,55, ,19.5, 
2528,2003/04,S08000019, ,SMR01, ,F30 - F39,15, ,5.32, ,10, ,3.55, ,,:,,:
2529,2003/04,S08000019, ,SMR04, ,F30 - F39,385, ,136.51, ,295, ,104.6, ,55, ,19.5, 
2530,2003/04,S08000019, ,Total,d,F40 - F49,120, ,42.55, ,105, ,37.23, ,5, ,1.77, 
2531,2003/04,S08000019, ,SMR01, ,F40 - F49,20, ,7.09, ,20, ,7.09, ,,:,,:
2532,2003/04,S08000019, ,SMR04, ,F40 - F49,100, ,35.46, ,85, ,30.14, ,5, ,1.77, 
2533,2003/04,S08000019, ,Total,d,F00 - F09 or Chapter G and second position F00,325, ,115.24, ,240, ,85.1, ,95, ,33.68, 
2534,2003/04,S08000019, ,SMR01, ,F00 - F09 or Chapter G and second position F00,95, ,33.68, ,80, ,28.37, ,,:,,:
2535,2003/04,S08000019, ,SMR04, ,F00 - F09 or Chapter G and second position F00,230, ,81.55, ,180, ,63.82, ,95, ,33.68, 
2536,2003/04,S08000019, ,Total,d,"F50 - F59, F70 - F99",30, ,10.64, ,20, ,7.09, ,0, ,0, 
2537,2003/04,S08000019, ,SMR01, ,"F50 - F59, F70 - F99",10, ,3.55, ,5, ,1.77, ,,:,,:
2538,2003/04,S08000019, ,SMR04, ,"F50 - F59, F70 - F99",20, ,7.09, ,15, ,5.32, ,0, ,0, 
2539,2003/04,S08000019, ,Total,d,F20 - F29,350, ,124.1, ,215, ,76.23, ,110, ,39, 
2540,2003/04,S08000019, ,SMR01, ,F20 - F29,5, ,1.77, ,5, ,1.77, ,,:,,:
2541,2003/04,S08000019, ,SMR04, ,F20 - F29,345, ,122.33, ,215, ,76.23, ,110, ,39, 
2542,2003/04,S08000020, ,Total,d,F60 - F69,70, ,13.22, ,50, ,9.45, ,5, ,0.94, 
2543,2003/04,S08000020, ,SMR01, ,F60 - F69,5, ,0.94, ,5, ,0.94, ,,:,,:
2544,2003/04,S08000020, ,SMR04, ,F60 - F69,60, ,11.33, ,45, ,8.5, ,5, ,0.94, 
2545,2003/04,S08000020, ,Total,d,F10 - F19,690, ,130.35, ,515, ,97.29, ,15, ,2.83, 
2546,2003/04,S08000020, ,SMR01, ,F10 - F19,510, ,96.34, ,380, ,71.78, ,,:,,:
2547,2003/04,S08000020, ,SMR04, ,F10 - F19,180, ,34, ,155, ,29.28, ,15, ,2.83, 
2548,2003/04,S08000020, ,Total,d,F30 - F39,900, ,170.02, ,690, ,130.35, ,85, ,16.06, 
2549,2003/04,S08000020, ,SMR01, ,F30 - F39,45, ,8.5, ,45, ,8.5, ,,:,,:
2550,2003/04,S08000020, ,SMR04, ,F30 - F39,855, ,161.52, ,655, ,123.73, ,85, ,16.06, 
2551,2003/04,S08000020, ,Total,d,F40 - F49,205, ,38.73, ,190, ,35.89, ,10, ,1.89, 
2552,2003/04,S08000020, ,SMR01, ,F40 - F49,85, ,16.06, ,80, ,15.11, ,,:,,:
2553,2003/04,S08000020, ,SMR04, ,F40 - F49,120, ,22.67, ,110, ,20.78, ,10, ,1.89, 
2554,2003/04,S08000020, ,Total,d,F00 - F09 or Chapter G and second position F00,585, ,110.51, ,495, ,93.51, ,235, ,44.39, 
2555,2003/04,S08000020, ,SMR01, ,F00 - F09 or Chapter G and second position F00,220, ,41.56, ,190, ,35.89, ,,:,,:
2556,2003/04,S08000020, ,SMR04, ,F00 - F09 or Chapter G and second position F00,360, ,68.01, ,315, ,59.51, ,235, ,44.39, 
2557,2003/04,S08000020, ,Total,d,"F50 - F59, F70 - F99",50, ,9.45, ,40, ,7.56, ,0, ,0, 
2558,2003/04,S08000020, ,SMR01, ,"F50 - F59, F70 - F99",30, ,5.67, ,25, ,4.72, ,,:,,:
2559,2003/04,S08000020, ,SMR04, ,"F50 - F59, F70 - F99",20, ,3.78, ,15, ,2.83, ,0, ,0, 
2560,2003/04,S08000020, ,Total,d,F20 - F29,735, ,138.85, ,410, ,77.45, ,115, ,21.72, 
2561,2003/04,S08000020, ,SMR01, ,F20 - F29,5, ,0.94, ,5, ,0.94, ,,:,,:
2562,2003/04,S08000020, ,SMR04, ,F20 - F29,730, ,137.9, ,410, ,77.45, ,115, ,21.72, 
2563,2003/04,S08000031, ,Total,d,F60 - F69,290, ,25.97, ,200, ,17.91, ,25, ,2.24, 
2564,2003/04,S08000031, ,SMR01, ,F60 - F69,10, ,0.9, ,5, ,0.45, ,,:,,:
2565,2003/04,S08000031, ,SMR04, ,F60 - F69,280, ,25.08, ,195, ,17.47, ,25, ,2.24, 
2566,2003/04,S08000031, ,Total,d,F10 - F19,2945, ,263.78, ,2200, ,197.05, ,105, ,9.4, 
2567,2003/04,S08000031, ,SMR01, ,F10 - F19,1580, ,141.52, ,1195, ,107.03, ,,:,,:
2568,2003/04,S08000031, ,SMR04, ,F10 - F19,1365, ,122.26, ,1100, ,98.52, ,105, ,9.4, 
2569,2003/04,S08000031, ,Total,d,F30 - F39,2250, ,201.53, ,1735, ,155.4, ,280, ,25.08, 
2570,2003/04,S08000031, ,SMR01, ,F30 - F39,105, ,9.4, ,75, ,6.72, ,,:,,:
2571,2003/04,S08000031, ,SMR04, ,F30 - F39,2145, ,192.12, ,1675, ,150.03, ,280, ,25.08, 
2572,2003/04,S08000031, ,Total,d,F40 - F49,490, ,43.89, ,450, ,40.31, ,25, ,2.24, 
2573,2003/04,S08000031, ,SMR01, ,F40 - F49,220, ,19.7, ,205, ,18.36, ,,:,,:
2574,2003/04,S08000031, ,SMR04, ,F40 - F49,270, ,24.18, ,245, ,21.94, ,25, ,2.24, 
2575,2003/04,S08000031, ,Total,d,F00 - F09 or Chapter G and second position F00,1845, ,165.25, ,1280, ,114.65, ,475, ,42.54, 
2576,2003/04,S08000031, ,SMR01, ,F00 - F09 or Chapter G and second position F00,1095, ,98.08, ,690, ,61.8, ,,:,,:
2577,2003/04,S08000031, ,SMR04, ,F00 - F09 or Chapter G and second position F00,750, ,67.18, ,630, ,56.43, ,475, ,42.54, 
2578,2003/04,S08000031, ,Total,d,"F50 - F59, F70 - F99",145, ,12.99, ,115, ,10.3, ,35, ,3.13, 
2579,2003/04,S08000031, ,SMR01, ,"F50 - F59, F70 - F99",55, ,4.93, ,50, ,4.48, ,,:,,:
2580,2003/04,S08000031, ,SMR04, ,"F50 - F59, F70 - F99",90, ,8.06, ,70, ,6.27, ,35, ,3.13, 
2581,2003/04,S08000031, ,Total,d,F20 - F29,1725, ,154.5, ,1225, ,109.72, ,505, ,45.23, 
2582,2003/04,S08000031, ,SMR01, ,F20 - F29,20, ,1.79, ,15, ,1.34, ,,:,,:
2583,2003/04,S08000031, ,SMR04, ,F20 - F29,1710, ,153.16, ,1210, ,108.38, ,505, ,45.23, 
2584,2003/04,S08000022, ,Total,d,F60 - F69,80, ,26.44, ,55, ,18.18, ,5, ,1.65, 
2585,2003/04,S08000022, ,SMR01, ,F60 - F69,10, ,3.31, ,5, ,1.65, ,,:,,:
2586,2003/04,S08000022, ,SMR04, ,F60 - F69,70, ,23.14, ,50, ,16.53, ,5, ,1.65, 
2587,2003/04,S08000022, ,Total,d,F10 - F19,1115, ,368.51, ,820, ,271.01, ,25, ,8.26, 
2588,2003/04,S08000022, ,SMR01, ,F10 - F19,665, ,219.78, ,490, ,161.95, ,,:,,:
2589,2003/04,S08000022, ,SMR04, ,F10 - F19,450, ,148.73, ,390, ,128.9, ,25, ,8.26, 
2590,2003/04,S08000022, ,Total,d,F30 - F39,465, ,153.68, ,375, ,123.94, ,50, ,16.53, 
2591,2003/04,S08000022, ,SMR01, ,F30 - F39,55, ,18.18, ,45, ,14.87, ,,:,,:
2592,2003/04,S08000022, ,SMR04, ,F30 - F39,410, ,135.51, ,340, ,112.37, ,50, ,16.53, 
2593,2003/04,S08000022, ,Total,d,F40 - F49,235, ,77.67, ,205, ,67.75, ,15, ,4.96, 
2594,2003/04,S08000022, ,SMR01, ,F40 - F49,70, ,23.14, ,60, ,19.83, ,,:,,:
2595,2003/04,S08000022, ,SMR04, ,F40 - F49,170, ,56.19, ,145, ,47.92, ,15, ,4.96, 
2596,2003/04,S08000022, ,Total,d,F00 - F09 or Chapter G and second position F00,430, ,142.12, ,300, ,99.15, ,90, ,29.75, 
2597,2003/04,S08000022, ,SMR01, ,F00 - F09 or Chapter G and second position F00,180, ,59.49, ,140, ,46.27, ,,:,,:
2598,2003/04,S08000022, ,SMR04, ,F00 - F09 or Chapter G and second position F00,250, ,82.63, ,175, ,57.84, ,90, ,29.75, 
2599,2003/04,S08000022, ,Total,d,"F50 - F59, F70 - F99",20, ,6.61, ,15, ,4.96, ,5, ,1.65, 
2600,2003/04,S08000022, ,SMR01, ,"F50 - F59, F70 - F99",10, ,3.31, ,10, ,3.31, ,,:,,:
2601,2003/04,S08000022, ,SMR04, ,"F50 - F59, F70 - F99",10, ,3.31, ,10, ,3.31, ,5, ,1.65, 
2602,2003/04,S08000022, ,Total,d,F20 - F29,375, ,123.94, ,285, ,94.19, ,85, ,28.09, 
2603,2003/04,S08000022, ,SMR01, ,F20 - F29,30, ,9.92, ,25, ,8.26, ,,:,,:
2604,2003/04,S08000022, ,SMR04, ,F20 - F29,350, ,115.68, ,265, ,87.58, ,85, ,28.09, 
2605,2003/04,S08000032, ,Total,d,F60 - F69,65, ,10.36, ,55, ,8.77, ,15, ,2.39, 
2606,2003/04,S08000032, ,SMR01, ,F60 - F69,5, ,0.8, ,5, ,0.8, ,,:,,:
2607,2003/04,S08000032, ,SMR04, ,F60 - F69,55, ,8.77, ,50, ,7.97, ,15, ,2.39, 
2608,2003/04,S08000032, ,Total,d,F10 - F19,1135, ,180.97, ,810, ,129.15, ,35, ,5.58, 
2609,2003/04,S08000032, ,SMR01, ,F10 - F19,640, ,102.04, ,435, ,69.36, ,,:,,:
2610,2003/04,S08000032, ,SMR04, ,F10 - F19,495, ,78.92, ,415, ,66.17, ,35, ,5.58, 
2611,2003/04,S08000032, ,Total,d,F30 - F39,965, ,153.86, ,740, ,117.99, ,115, ,18.34, 
2612,2003/04,S08000032, ,SMR01, ,F30 - F39,40, ,6.38, ,30, ,4.78, ,,:,,:
2613,2003/04,S08000032, ,SMR04, ,F30 - F39,925, ,147.49, ,715, ,114, ,115, ,18.34, 
2614,2003/04,S08000032, ,Total,d,F40 - F49,270, ,43.05, ,240, ,38.27, ,15, ,2.39, 
2615,2003/04,S08000032, ,SMR01, ,F40 - F49,80, ,12.76, ,70, ,11.16, ,,:,,:
2616,2003/04,S08000032, ,SMR04, ,F40 - F49,190, ,30.29, ,175, ,27.9, ,15, ,2.39, 
2617,2003/04,S08000032, ,Total,d,F00 - F09 or Chapter G and second position F00,655, ,104.44, ,450, ,71.75, ,220, ,35.08, 
2618,2003/04,S08000032, ,SMR01, ,F00 - F09 or Chapter G and second position F00,240, ,38.27, ,155, ,24.71, ,,:,,:
2619,2003/04,S08000032, ,SMR04, ,F00 - F09 or Chapter G and second position F00,415, ,66.17, ,310, ,49.43, ,220, ,35.08, 
2620,2003/04,S08000032, ,Total,d,"F50 - F59, F70 - F99",60, ,9.57, ,55, ,8.77, ,5, ,0.8, 
2621,2003/04,S08000032, ,SMR01, ,"F50 - F59, F70 - F99",15, ,2.39, ,15, ,2.39, ,,:,,:
2622,2003/04,S08000032, ,SMR04, ,"F50 - F59, F70 - F99",45, ,7.17, ,40, ,6.38, ,5, ,0.8, 
2623,2003/04,S08000032, ,Total,d,F20 - F29,725, ,115.6, ,510, ,81.32, ,165, ,26.31, 
2624,2003/04,S08000032, ,SMR01, ,F20 - F29,15, ,2.39, ,10, ,1.59, ,,:,,:
2625,2003/04,S08000032, ,SMR04, ,F20 - F29,710, ,113.21, ,500, ,79.72, ,165, ,26.31, 
2626,2003/04,S08000024, ,Total,d,F60 - F69,195, ,25.03, ,150, ,19.26, ,15, ,1.93, 
2627,2003/04,S08000024, ,SMR01, ,F60 - F69,20, ,2.57, ,15, ,1.93, ,,:,,:
2628,2003/04,S08000024, ,SMR04, ,F60 - F69,175, ,22.47, ,135, ,17.33, ,15, ,1.93, 
2629,2003/04,S08000024, ,Total,d,F10 - F19,1360, ,174.6, ,1000, ,128.38, ,40, ,5.14, 
2630,2003/04,S08000024, ,SMR01, ,F10 - F19,615, ,78.96, ,455, ,58.41, ,,:,,:
2631,2003/04,S08000024, ,SMR04, ,F10 - F19,740, ,95, ,605, ,77.67, ,40, ,5.14, 
2632,2003/04,S08000024, ,Total,d,F30 - F39,1320, ,169.47, ,980, ,125.82, ,160, ,20.54, 
2633,2003/04,S08000024, ,SMR01, ,F30 - F39,60, ,7.7, ,45, ,5.78, ,,:,,:
2634,2003/04,S08000024, ,SMR04, ,F30 - F39,1260, ,161.76, ,940, ,120.68, ,160, ,20.54, 
2635,2003/04,S08000024, ,Total,d,F40 - F49,395, ,50.71, ,330, ,42.37, ,20, ,2.57, 
2636,2003/04,S08000024, ,SMR01, ,F40 - F49,155, ,19.9, ,125, ,16.05, ,,:,,:
2637,2003/04,S08000024, ,SMR04, ,F40 - F49,240, ,30.81, ,210, ,26.96, ,20, ,2.57, 
2638,2003/04,S08000024, ,Total,d,F00 - F09 or Chapter G and second position F00,1675, ,215.04, ,990, ,127.1, ,350, ,44.93, 
2639,2003/04,S08000024, ,SMR01, ,F00 - F09 or Chapter G and second position F00,510, ,65.48, ,330, ,42.37, ,,:,,:
2640,2003/04,S08000024, ,SMR04, ,F00 - F09 or Chapter G and second position F00,1165, ,149.57, ,695, ,89.23, ,350, ,44.93, 
2641,2003/04,S08000024, ,Total,d,"F50 - F59, F70 - F99",135, ,17.33, ,115, ,14.76, ,15, ,1.93, 
2642,2003/04,S08000024, ,SMR01, ,"F50 - F59, F70 - F99",90, ,11.55, ,80, ,10.27, ,,:,,:
2643,2003/04,S08000024, ,SMR04, ,"F50 - F59, F70 - F99",45, ,5.78, ,35, ,4.49, ,15, ,1.93, 
2644,2003/04,S08000024, ,Total,d,F20 - F29,1060, ,136.09, ,740, ,95, ,255, ,32.74, 
2645,2003/04,S08000024, ,SMR01, ,F20 - F29,15, ,1.93, ,10, ,1.28, ,,:,,:
2646,2003/04,S08000024, ,SMR04, ,F20 - F29,1045, ,134.16, ,730, ,93.72, ,255, ,32.74, 
2647,2003/04,S08000025, ,Total,d,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
2648,2003/04,S08000025, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
2649,2003/04,S08000025, ,SMR04, ,F60 - F69,,:,,:,,:,,:,,:,,:
2650,2003/04,S08000025, ,Total,d,F10 - F19,40, ,204.71, ,35, ,179.12, ,,:,,:
2651,2003/04,S08000025, ,SMR01, ,F10 - F19,40, ,204.71, ,35, ,179.12, ,,:,,:
2652,2003/04,S08000025, ,SMR04, ,F10 - F19,,:,,:,,:,,:,,:,,:
2653,2003/04,S08000025, ,Total,d,F30 - F39,10, ,51.18, ,10, ,51.18, ,,:,,:
2654,2003/04,S08000025, ,SMR01, ,F30 - F39,10, ,51.18, ,10, ,51.18, ,,:,,:
2655,2003/04,S08000025, ,SMR04, ,F30 - F39,,:,,:,,:,,:,,:,,:
2656,2003/04,S08000025, ,Total,d,F40 - F49,5, ,25.59, ,5, ,25.59, ,,:,,:
2657,2003/04,S08000025, ,SMR01, ,F40 - F49,5, ,25.59, ,5, ,25.59, ,,:,,:
2658,2003/04,S08000025, ,SMR04, ,F40 - F49,,:,,:,,:,,:,,:,,:
2659,2003/04,S08000025, ,Total,d,F00 - F09 or Chapter G and second position F00,15, ,76.77, ,10, ,51.18, ,,:,,:
2660,2003/04,S08000025, ,SMR01, ,F00 - F09 or Chapter G and second position F00,15, ,76.77, ,10, ,51.18, ,,:,,:
2661,2003/04,S08000025, ,SMR04, ,F00 - F09 or Chapter G and second position F00,,:,,:,,:,,:,,:,,:
2662,2003/04,S08000025, ,Total,d,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,,:,,:
2663,2003/04,S08000025, ,SMR01, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,,:,,:
2664,2003/04,S08000025, ,SMR04, ,"F50 - F59, F70 - F99",,:,,:,,:,,:,,:,,:
2665,2003/04,S08000025, ,Total,d,F20 - F29,10, ,51.18, ,10, ,51.18, ,,:,,:
2666,2003/04,S08000025, ,SMR01, ,F20 - F29,10, ,51.18, ,10, ,51.18, ,,:,,:
2667,2003/04,S08000025, ,SMR04, ,F20 - F29,,:,,:,,:,,:,,:,,:
2668,2003/04,S08000026, ,Total,d,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
